InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account
INV20260600067,JV20260600067,SO20260600067,2026-06-03,HN-CG,NV004,Chuyển khoản,RC-6CF84A,Nồi cơm,Cuckoo 1.8L,Daikin,3,3362820,0.05,9584037,0.08,766722,10350759,2431000,7293000,2291037,0.239,10350759,9584037,766722,7293000,7293000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600068,JV20260600068,SO20260600068,2026-06-18,CT-NK,NV001,Thẻ,KT-697052,Ấm siêu tốc,Sunhouse,Samsung,1,840265,0.2,672212,0.08,53776,725988,503000,503000,169212,0.2517,725988,672212,53776,503000,503000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600069,JV20260600069,SO20260600069,2026-06-15,DN-HC,NV005,Thẻ,TV-A73348,TV,LG OLED 48,Toshiba,3,19458695,0.01,57792324,0.08,4623385,62415709,16047000,48141000,9651324,0.167,62415709,57792324,4623385,48141000,48141000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600070,JV20260600070,SO20260600070,2026-06-27,HCM-Q7,NV021,Thẻ,AC-D7C5BD,Máy lạnh,Daikin 1HP,Daikin,1,12094538,0.07,11247920,0.08,899833,12147753,8751000,8751000,2496920,0.222,12147753,11247920,899833,8751000,8751000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600071,JV20260600071,SO20260600071,2026-06-05,HCM-TB,NV015,Chuyển khoản,MW-FB2461,Lò vi sóng,Electrolux 23L,Senko,2,2267927,0.08,4172985,0.08,333838,4506823,1602000,3204000,968985,0.2322,4506823,4172985,333838,3204000,3204000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600072,JV20260600072,SO20260600072,2026-06-07,HCM-Q1,NV025,Chuyển khoản,KT-9BE99C,Ấm siêu tốc,Philips,Panasonic,2,1350440,0.18,2214721,0.08,177177,2391898,751000,1502000,712721,0.3218,2391898,2214721,177177,1502000,1502000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600073,JV20260600073,SO20260600073,2026-06-07,HCM-TB,NV009,Tiền mặt,BL-958487,Máy xay,Philips Blender,Toshiba,3,1423644,0.11,3801129,0.08,304090,4105219,817000,2451000,1350129,0.3552,4105219,3801129,304090,2451000,2451000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600074,JV20260600074,SO20260600074,2026-06-03,DN-HC,NV028,Tiền mặt,RF-F64CD4,Tủ lạnh,Samsung Inverter 350L,Casper,1,12802568,0.18,10498105,0.08,839848,11337953,9479000,9479000,1019105,0.0971,11337953,10498105,839848,9479000,9479000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600075,JV20260600075,SO20260600075,2026-06-06,HCM-Q7,NV016,Trả góp,RF-7A08B1,Tủ lạnh,Samsung Inverter 350L,Xiaomi,1,24067203,0.14,20697794,0.08,1655823,22353617,19664000,19664000,1033794,0.0499,22353617,20697794,1655823,19664000,19664000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600076,JV20260600076,SO20260600076,2026-06-15,HCM-Q7,NV016,Trả góp,KT-54AD13,Ấm siêu tốc,Philips,Samsung,2,1229507,0.14,2114752,0.08,169180,2283932,682000,1364000,750752,0.355,2283932,2114752,169180,1364000,1364000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600077,JV20260600077,SO20260600077,2026-06-14,BD-TDM,NV002,Chuyển khoản,VC-51D140,Máy hút bụi,Xiaomi G10,Casper,3,6314199,0.06,17806041,0.08,1424483,19230524,4247000,12741000,5065041,0.2845,19230524,17806041,1424483,12741000,12741000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600078,JV20260600078,SO20260600078,2026-06-21,HN-HBT,NV018,Ví điện tử,WM-AA0941,Máy giặt,Panasonic 8.5kg,Aqua,3,14683361,0.17,36561568,0.08,2924925,39486493,11082000,33246000,3315568,0.0907,39486493,36561568,2924925,33246000,33246000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600079,JV20260600079,SO20260600079,2026-06-10,CT-NK,NV003,Ví điện tử,AC-50CBA5,Máy lạnh,Daikin 1HP,Aqua,1,21837183,0.18,17906490,0.08,1432519,19339009,15471000,15471000,2435490,0.136,19339009,17906490,1432519,15471000,15471000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600080,JV20260600080,SO20260600080,2026-06-18,HCM-Q1,NV007,Thẻ,MW-2666B6,Lò vi sóng,Panasonic 25L,Mitsubishi,2,5318138,0.01,10529913,0.08,842393,11372306,3392000,6784000,3745913,0.3557,11372306,10529913,842393,6784000,6784000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600081,JV20260600081,SO20260600081,2026-06-10,CT-NK,NV013,Chuyển khoản,FN-05A833,Quạt,Asia,Aqua,2,930543,0.14,1600533,0.08,128042,1728575,670000,1340000,260533,0.1628,1728575,1600533,128042,1340000,1340000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600082,JV20260600082,SO20260600082,2026-06-02,HN-HBT,NV019,Tiền mặt,FN-02E143,Quạt,Senko,Sony,1,1688669,0.09,1536688,0.08,122935,1659623,993000,993000,543688,0.3538,1659623,1536688,122935,993000,993000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600083,JV20260600083,SO20260600083,2026-06-08,HCM-TB,NV004,Tiền mặt,WM-4E5FAA,Máy giặt,Toshiba 9kg,Sharp,1,9026163,0.06,8484593,0.08,678767,9163360,7046000,7046000,1438593,0.1696,9163360,8484593,678767,7046000,7046000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600084,JV20260600084,SO20260600084,2026-06-15,HCM-TB,NV027,Chuyển khoản,MW-8EA0CB,Lò vi sóng,Panasonic 25L,LG,2,4653844,0.07,8656149,0.08,692491,9348640,3387000,6774000,1882149,0.2174,9348640,8656149,692491,6774000,6774000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600085,JV20260600085,SO20260600085,2026-06-20,DN-HC,NV002,Ví điện tử,RC-19766E,Nồi cơm,Panasonic 1.8L,Sunhouse,3,512320,0.16,1291046,0.08,103283,1394329,308000,924000,367046,0.2843,1394329,1291046,103283,924000,924000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600086,JV20260600086,SO20260600086,2026-06-15,HN-CG,NV010,Tiền mặt,KT-37BC3F,Ấm siêu tốc,Sunhouse,Panasonic,1,794272,0.1,714844,0.08,57187,772031,518000,518000,196844,0.2754,772031,714844,57187,518000,518000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600087,JV20260600087,SO20260600087,2026-06-15,CT-NK,NV008,Thẻ,KT-C76795,Ấm siêu tốc,Philips,Aqua,3,467194,0.06,1317487,0.08,105398,1422885,301000,903000,414487,0.3146,1422885,1317487,105398,903000,903000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600088,JV20260600088,SO20260600088,2026-06-04,DN-HC,NV027,Thẻ,RF-AE1055,Tủ lạnh,Panasonic 300L,Mitsubishi,3,19130269,0.08,52799542,0.08,4223963,57023505,14338000,43014000,9785542,0.1853,57023505,52799542,4223963,43014000,43014000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600089,JV20260600089,SO20260600089,2026-06-27,DN-HC,NV006,Ví điện tử,RC-189134,Nồi cơm,Sunhouse 1.2L,Samsung,3,828167,0.08,2285740,0.08,182859,2468599,546000,1638000,647740,0.2834,2468599,2285740,182859,1638000,1638000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600090,JV20260600090,SO20260600090,2026-06-21,HN-HBT,NV023,Ví điện tử,AC-9EB347,Máy lạnh,Panasonic 1.5HP,Xiaomi,2,18899210,0.05,35908499,0.08,2872679,38781178,13487000,26974000,8934499,0.2488,38781178,35908499,2872679,26974000,26974000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600091,JV20260600091,SO20260600091,2026-06-08,DN-HC,NV024,Thẻ,RF-794862,Tủ lạnh,Samsung Inverter 350L,Aqua,1,5280212,0.0,5280212,0.08,422416,5702628,4205000,4205000,1075212,0.2036,5702628,5280212,422416,4205000,4205000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600092,JV20260600092,SO20260600092,2026-06-11,HN-CG,NV007,Thẻ,FN-441B27,Quạt,Senko,Samsung,1,350475,0.13,304913,0.08,24393,329306,214000,214000,90913,0.2982,329306,304913,24393,214000,214000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600093,JV20260600093,SO20260600093,2026-06-18,BD-TDM,NV028,Trả góp,AC-8D2169,Máy lạnh,Panasonic 1.5HP,Sunhouse,1,21028096,0.03,20397253,0.08,1631780,22029033,17441000,17441000,2956253,0.1449,22029033,20397253,1631780,17441000,17441000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600094,JV20260600094,SO20260600094,2026-06-26,CT-NK,NV025,Tiền mặt,BL-E08C31,Máy xay,Panasonic Blender,Philips,1,1178240,0.03,1142892,0.08,91431,1234323,659000,659000,483892,0.4234,1234323,1142892,91431,659000,659000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600095,JV20260600095,SO20260600095,2026-06-25,HCM-Q1,NV024,Trả góp,BL-BE1E34,Máy xay,Panasonic Blender,Senko,1,2783875,0.1,2505487,0.08,200438,2705925,1986000,1986000,519487,0.2073,2705925,2505487,200438,1986000,1986000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600096,JV20260600096,SO20260600096,2026-06-07,HCM-TB,NV028,Tiền mặt,VC-E19461,Máy hút bụi,Dyson V8,Panasonic,1,3231181,0.05,3069621,0.08,245569,3315190,2111000,2111000,958621,0.3123,3315190,3069621,245569,2111000,2111000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600097,JV20260600097,SO20260600097,2026-06-20,HCM-TB,NV005,Chuyển khoản,FN-FF4EE8,Quạt,Panasonic,Sunhouse,3,2039646,0.02,5996559,0.08,479724,6476283,1265000,3795000,2201559,0.3671,6476283,5996559,479724,3795000,3795000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600098,JV20260600098,SO20260600098,2026-06-07,HCM-Q7,NV013,Ví điện tử,KT-F760AD,Ấm siêu tốc,Philips,LG,3,1281329,0.09,3498028,0.08,279842,3777870,702000,2106000,1392028,0.3979,3777870,3498028,279842,2106000,2106000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600099,JV20260600099,SO20260600099,2026-06-12,BD-TDM,NV019,Thẻ,WM-9170CB,Máy giặt,LG 9kg,LG,2,13676876,0.03,26533139,0.08,2122651,28655790,10382000,20764000,5769139,0.2174,28655790,26533139,2122651,20764000,20764000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600100,JV20260600100,SO20260600100,2026-06-21,HCM-TB,NV009,Tiền mặt,KT-4D110F,Ấm siêu tốc,Kangaroo,Toshiba,2,762610,0.0,1525220,0.08,122017,1647237,424000,848000,677220,0.444,1647237,1525220,122017,848000,848000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600101,JV20260600101,SO20260600101,2026-06-25,BD-TDM,NV027,Trả góp,WM-5ED0A1,Máy giặt,Samsung 10kg,Cuckoo,1,5424165,0.11,4827506,0.08,386200,5213706,4370000,4370000,457506,0.0948,5213706,4827506,386200,4370000,4370000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600102,JV20260600102,SO20260600102,2026-06-17,CT-NK,NV023,Trả góp,RF-742B7E,Tủ lạnh,Samsung Inverter 350L,Asia,3,9551473,0.11,25502432,0.08,2040194,27542626,7227000,21681000,3821432,0.1498,27542626,25502432,2040194,21681000,21681000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600103,JV20260600103,SO20260600103,2026-06-06,HCM-Q7,NV025,Ví điện tử,MW-FB2461,Lò vi sóng,Electrolux 23L,Senko,2,3965460,0.11,7058518,0.08,564681,7623199,2564000,5128000,1930518,0.2735,7623199,7058518,564681,5128000,5128000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600104,JV20260600104,SO20260600104,2026-06-23,HCM-Q1,NV013,Trả góp,KT-881318,Ấm siêu tốc,Sunhouse,Sony,2,643356,0.2,1029369,0.08,82349,1111718,416000,832000,197369,0.1917,1111718,1029369,82349,832000,832000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600105,JV20260600105,SO20260600105,2026-06-14,BD-TDM,NV011,Ví điện tử,MW-42D56C,Lò vi sóng,Electrolux 23L,Sony,1,5251168,0.06,4936097,0.08,394887,5330984,3512000,3512000,1424097,0.2885,5330984,4936097,394887,3512000,3512000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600106,JV20260600106,SO20260600106,2026-06-14,HN-CG,NV027,Ví điện tử,RC-E6B79E,Nồi cơm,Cuckoo 1.8L,Samsung,2,936438,0.18,1535758,0.08,122860,1658618,707000,1414000,121758,0.0793,1658618,1535758,122860,1414000,1414000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600107,JV20260600107,SO20260600107,2026-06-29,HCM-Q1,NV015,Ví điện tử,AC-DF5234,Máy lạnh,Daikin 1HP,Asia,1,16067793,0.02,15746437,0.08,1259714,17006151,11267000,11267000,4479437,0.2845,17006151,15746437,1259714,11267000,11267000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600108,JV20260600108,SO20260600108,2026-06-23,HCM-TB,NV019,Ví điện tử,MW-A50B9A,Lò vi sóng,Electrolux 23L,Toshiba,2,2646516,0.12,4657868,0.08,372629,5030497,1660000,3320000,1337868,0.2872,5030497,4657868,372629,3320000,3320000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600109,JV20260600109,SO20260600109,2026-06-19,HN-HBT,NV007,Tiền mặt,MW-7ABF96,Lò vi sóng,Electrolux 23L,Panasonic,2,3138360,0.02,6151185,0.08,492094,6643279,2210000,4420000,1731185,0.2814,6643279,6151185,492094,4420000,4420000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600110,JV20260600110,SO20260600110,2026-06-13,HCM-TB,NV013,Thẻ,WM-E46895,Máy giặt,Toshiba 9kg,Electrolux,3,14009353,0.13,36564411,0.08,2925152,39489563,10810000,32430000,4134411,0.1131,39489563,36564411,2925152,32430000,32430000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600111,JV20260600111,SO20260600111,2026-06-23,DN-HC,NV013,Thẻ,MW-75B2CD,Lò vi sóng,Panasonic 25L,Samsung,1,2964092,0.2,2371273,0.08,189701,2560974,2178000,2178000,193273,0.0815,2560974,2371273,189701,2178000,2178000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600112,JV20260600112,SO20260600112,2026-06-14,HCM-Q1,NV006,Thẻ,RC-443576,Nồi cơm,Sharp 1.8L,Asia,1,3024285,0.2,2419428,0.08,193554,2612982,2206000,2206000,213428,0.0882,2612982,2419428,193554,2206000,2206000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600113,JV20260600113,SO20260600113,2026-06-06,HCM-Q7,NV001,Thẻ,VC-96423F,Máy hút bụi,Dyson V8,Xiaomi,2,11336464,0.03,21992740,0.08,1759419,23752159,7542000,15084000,6908740,0.3141,23752159,21992740,1759419,15084000,15084000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600114,JV20260600114,SO20260600114,2026-06-21,BD-TDM,NV006,Trả góp,FN-FD271D,Quạt,Senko,Mitsubishi,3,2219409,0.07,6192151,0.08,495372,6687523,1476000,4428000,1764151,0.2849,6687523,6192151,495372,4428000,4428000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600115,JV20260600115,SO20260600115,2026-06-03,HCM-TB,NV004,Chuyển khoản,BL-95987D,Máy xay,Philips Blender,Asia,3,2493653,0.19,6059576,0.08,484766,6544342,1646000,4938000,1121576,0.1851,6544342,6059576,484766,4938000,4938000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600116,JV20260600116,SO20260600116,2026-06-01,BD-TDM,NV005,Chuyển khoản,RC-F33CDE,Nồi cơm,Panasonic 1.8L,Senko,3,2834327,0.04,8162861,0.08,653028,8815889,1755000,5265000,2897861,0.355,8815889,8162861,653028,5265000,5265000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600117,JV20260600117,SO20260600117,2026-06-26,HN-CG,NV007,Ví điện tử,RF-A7BDBE,Tủ lạnh,Aqua 250L,Toshiba,2,8294028,0.11,14763369,0.08,1181069,15944438,6443000,12886000,1877369,0.1272,15944438,14763369,1181069,12886000,12886000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600118,JV20260600118,SO20260600118,2026-06-23,HN-HBT,NV002,Ví điện tử,WM-A2670F,Máy giặt,Toshiba 9kg,LG,1,8772698,0.09,7983155,0.08,638652,8621807,6625000,6625000,1358155,0.1701,8621807,7983155,638652,6625000,6625000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600119,JV20260600119,SO20260600119,2026-06-30,HCM-Q1,NV014,Tiền mặt,FN-896DEA,Quạt,Asia,Senko,2,2332769,0.01,4618882,0.08,369510,4988392,1697000,3394000,1224882,0.2652,4988392,4618882,369510,3394000,3394000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600120,JV20260600120,SO20260600120,2026-06-07,HCM-TB,NV023,Trả góp,RF-191AF7,Tủ lạnh,Panasonic 300L,Toshiba,1,23123026,0.05,21966874,0.08,1757349,23724223,18768000,18768000,3198874,0.1456,23724223,21966874,1757349,18768000,18768000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600121,JV20260600121,SO20260600121,2026-06-20,DN-HC,NV007,Ví điện tử,BL-01E9C7,Máy xay,Panasonic Blender,Samsung,2,1615297,0.17,2681393,0.08,214511,2895904,1075000,2150000,531393,0.1982,2895904,2681393,214511,2150000,2150000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600122,JV20260600122,SO20260600122,2026-06-11,HCM-Q7,NV022,Thẻ,RC-A61405,Nồi cơm,Sunhouse 1.2L,Senko,3,3885877,0.13,10142138,0.08,811371,10953509,2838000,8514000,1628138,0.1605,10953509,10142138,811371,8514000,8514000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600123,JV20260600123,SO20260600123,2026-06-05,BD-TDM,NV029,Ví điện tử,BL-BCB9B9,Máy xay,Panasonic Blender,Sunhouse,3,2571178,0.04,7404992,0.08,592399,7997391,1826000,5478000,1926992,0.2602,7997391,7404992,592399,5478000,5478000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600124,JV20260600124,SO20260600124,2026-06-19,HCM-TB,NV020,Tiền mặt,VC-7AF11E,Máy hút bụi,Philips FC,Panasonic,2,4601088,0.11,8189936,0.08,655194,8845130,3367000,6734000,1455936,0.1778,8845130,8189936,655194,6734000,6734000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600125,JV20260600125,SO20260600125,2026-06-14,HCM-TB,NV009,Chuyển khoản,TV-ED601B,TV,"TCL 50""",Panasonic,1,18815935,0.04,18063297,0.08,1445063,19508360,14712000,14712000,3351297,0.1855,19508360,18063297,1445063,14712000,14712000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600126,JV20260600126,SO20260600126,2026-06-13,BD-TDM,NV018,Trả góp,TV-BE7A4B,TV,"TCL 50""",Sunhouse,3,13391863,0.11,35756274,0.08,2860501,38616775,11001000,33003000,2753274,0.077,38616775,35756274,2860501,33003000,33003000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
