ShipmentID,PickNo,OrderID,OrderDate,ShippedAt,DeliveredAt,Store,Warehouse,SKU,Category,Product,Brand,Qty,UnitCost,TotalCost,Carrier,DeliveryFee,DeliveryStatus
SHIP20260600108,PICK20260600108,SO20260600108,2026-06-23 08:53,2026-06-24 03:29,2026-06-25 05:06,HCM-TB,WH-HCM-03,MW-A50B9A,Lò vi sóng,Electrolux 23L,Toshiba,2,1660000,3320000,GrabExpress,45000,Giao lại
SHIP20260600109,PICK20260600109,SO20260600109,2026-06-19 17:56,2026-06-19 21:38,2026-06-21 01:45,HN-HBT,WH-HN-02,MW-7ABF96,Lò vi sóng,Electrolux 23L,Panasonic,2,2210000,4420000,Ahamove,35000,Đã giao
SHIP20260600110,PICK20260600110,SO20260600110,2026-06-13 17:46,2026-06-13 19:15,2026-06-14 17:59,HCM-TB,WH-HCM-03,WM-E46895,Máy giặt,Toshiba 9kg,Electrolux,3,10810000,32430000,Nội bộ,180000,Đã giao
SHIP20260600111,PICK20260600111,SO20260600111,2026-06-23 17:34,2026-06-24 06:50,2026-06-24 09:32,DN-HC,WH-DN-01,MW-75B2CD,Lò vi sóng,Panasonic 25L,Samsung,1,2178000,2178000,Xe tải thuê ngoài,35000,Đã giao
SHIP20260600112,PICK20260600112,SO20260600112,2026-06-14 09:44,2026-06-15 03:04,2026-06-16 11:49,HCM-Q1,WH-HCM-01,RC-443576,Nồi cơm,Sharp 1.8L,Asia,1,2206000,2206000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260600113,PICK20260600113,SO20260600113,2026-06-06 18:52,2026-06-07 06:12,2026-06-07 16:43,HCM-Q7,WH-HCM-02,VC-96423F,Máy hút bụi,Dyson V8,Xiaomi,2,7542000,15084000,GHN,120000,Đã giao
SHIP20260600114,PICK20260600114,SO20260600114,2026-06-21 18:52,2026-06-22 03:40,2026-06-22 15:18,BD-TDM,WH-BD-01,FN-FD271D,Quạt,Senko,Mitsubishi,3,1476000,4428000,Nội bộ,120000,Hoàn tất
SHIP20260600115,PICK20260600115,SO20260600115,2026-06-03 15:02,2026-06-03 19:47,2026-06-05 05:04,HCM-TB,WH-HCM-03,BL-95987D,Máy xay,Philips Blender,Asia,3,1646000,4938000,GrabExpress,65000,Đã giao
SHIP20260600116,PICK20260600116,SO20260600116,2026-06-01 12:18,2026-06-01 20:37,2026-06-03 07:47,BD-TDM,WH-BD-01,RC-F33CDE,Nồi cơm,Panasonic 1.8L,Senko,3,1755000,5265000,Ahamove,25000,Đã giao
SHIP20260600117,PICK20260600117,SO20260600117,2026-06-26 16:43,2026-06-26 19:21,2026-06-26 21:33,HN-CG,WH-HN-01,RF-A7BDBE,Tủ lạnh,Aqua 250L,Toshiba,2,6443000,12886000,GHN,120000,Đã giao
SHIP20260600118,PICK20260600118,SO20260600118,2026-06-23 16:44,2026-06-24 11:07,2026-06-25 07:25,HN-HBT,WH-HN-02,WM-A2670F,Máy giặt,Toshiba 9kg,LG,1,6625000,6625000,GrabExpress,65000,Hoàn tất
SHIP20260600119,PICK20260600119,SO20260600119,2026-06-30 20:19,2026-07-01 08:25,2026-07-02 20:44,HCM-Q1,WH-HCM-01,FN-896DEA,Quạt,Asia,Senko,2,1697000,3394000,GrabExpress,25000,Đã giao
SHIP20260600120,PICK20260600120,SO20260600120,2026-06-07 17:54,2026-06-08 12:18,2026-06-09 16:19,HCM-TB,WH-HCM-03,RF-191AF7,Tủ lạnh,Panasonic 300L,Toshiba,1,18768000,18768000,Ahamove,240000,Đã giao
SHIP20260600121,PICK20260600121,SO20260600121,2026-06-20 14:58,2026-06-21 03:51,2026-06-21 21:52,DN-HC,WH-DN-01,BL-01E9C7,Máy xay,Panasonic Blender,Samsung,2,1075000,2150000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260600122,PICK20260600122,SO20260600122,2026-06-11 17:06,2026-06-12 07:43,2026-06-12 15:03,HCM-Q7,WH-HCM-02,RC-A61405,Nồi cơm,Sunhouse 1.2L,Senko,3,2838000,8514000,Ahamove,90000,Giao lại
SHIP20260600123,PICK20260600123,SO20260600123,2026-06-05 12:41,2026-06-05 20:17,2026-06-07 05:47,BD-TDM,WH-BD-01,BL-BCB9B9,Máy xay,Panasonic Blender,Sunhouse,3,1826000,5478000,GHN,0,Đã giao
SHIP20260600124,PICK20260600124,SO20260600124,2026-06-19 12:27,2026-06-19 23:13,2026-06-20 08:37,HCM-TB,WH-HCM-03,VC-7AF11E,Máy hút bụi,Philips FC,Panasonic,2,3367000,6734000,GrabExpress,90000,Giao lại
SHIP20260600125,PICK20260600125,SO20260600125,2026-06-14 13:19,2026-06-14 17:17,2026-06-15 00:48,HCM-TB,WH-HCM-03,TV-ED601B,TV,"TCL 50""",Panasonic,1,14712000,14712000,GrabExpress,185000,Đã giao
SHIP20260600126,PICK20260600126,SO20260600126,2026-06-13 20:07,2026-06-14 02:26,2026-06-15 12:36,BD-TDM,WH-BD-01,TV-BE7A4B,TV,"TCL 50""",Sunhouse,3,11001000,33003000,GHN,115000,Giao lại
SHIP20260600127,PICK20260600127,SO20260600127,2026-06-22 16:35,2026-06-22 20:37,2026-06-23 03:06,DN-HC,WH-DN-01,KT-3F3135,Ấm siêu tốc,Sunhouse,Sharp,1,697000,697000,Ahamove,0,Đã giao
SHIP20260600128,PICK20260600128,SO20260600128,2026-06-25 13:32,2026-06-25 20:40,2026-06-27 04:09,HCM-Q1,WH-HCM-01,TV-7D99ED,TV,"Sony 65""",Philips,1,26568000,26568000,Ahamove,165000,Giao lại
SHIP20260600129,PICK20260600129,SO20260600129,2026-06-04 16:33,2026-06-05 06:04,2026-06-05 15:14,HCM-TB,WH-HCM-03,FN-5366D0,Quạt,Senko,Senko,1,964000,964000,Xe tải thuê ngoài,45000,Hoàn tất
SHIP20260600130,PICK20260600130,SO20260600130,2026-06-03 20:31,2026-06-04 10:02,2026-06-05 00:38,BD-TDM,WH-BD-01,RF-D3E578,Tủ lạnh,LG 420L,Xiaomi,1,20013000,20013000,Xe tải thuê ngoài,120000,Hoàn tất
SHIP20260600131,PICK20260600131,SO20260600131,2026-06-24 16:26,2026-06-25 09:58,2026-06-26 04:58,HN-HBT,WH-HN-02,KT-930F94,Ấm siêu tốc,Philips,Sony,3,849000,2547000,GHN,45000,Đã giao
SHIP20260600132,PICK20260600132,SO20260600132,2026-06-14 13:24,2026-06-14 16:19,2026-06-15 13:45,BD-TDM,WH-BD-01,MW-21A949,Lò vi sóng,Panasonic 25L,Cuckoo,3,1796000,5388000,GHN,0,Hoàn tất
SHIP20260600133,PICK20260600133,SO20260600133,2026-06-05 19:50,2026-06-06 12:10,2026-06-07 02:15,BD-TDM,WH-BD-01,WM-54F949,Máy giặt,Toshiba 9kg,Xiaomi,1,8046000,8046000,Ahamove,120000,Hoàn tất
SHIP20260600134,PICK20260600134,SO20260600134,2026-06-05 16:09,2026-06-06 07:54,2026-06-07 07:48,CT-NK,WH-CT-01,VC-BEE8C8,Máy hút bụi,Xiaomi G10,Asia,2,4179000,8358000,GrabExpress,90000,Đã giao
SHIP20260600135,PICK20260600135,SO20260600135,2026-06-01 11:49,2026-06-02 00:16,2026-06-02 05:06,BD-TDM,WH-BD-01,AC-818A33,Máy lạnh,Casper 1HP,Electrolux,1,17609000,17609000,Xe tải thuê ngoài,205000,Đã giao
SHIP20260600136,PICK20260600136,SO20260600136,2026-06-27 20:02,2026-06-28 12:53,2026-06-29 23:40,CT-NK,WH-CT-01,RF-42BDE8,Tủ lạnh,LG 420L,Senko,2,5104000,10208000,Ahamove,25000,Đã giao
SHIP20260600137,PICK20260600137,SO20260600137,2026-06-19 15:08,2026-06-20 01:07,2026-06-20 06:58,DN-HC,WH-DN-01,AC-029767,Máy lạnh,Daikin 1HP,Sunhouse,1,15869000,15869000,GHN,205000,Đã giao
SHIP20260600138,PICK20260600138,SO20260600138,2026-06-15 11:42,2026-06-15 15:45,2026-06-15 19:27,HCM-Q7,WH-HCM-02,TV-9BDABC,TV,"Sony 65""",Electrolux,1,7368000,7368000,GHN,120000,Giao lại
SHIP20260600139,PICK20260600139,SO20260600139,2026-06-02 19:01,2026-06-03 00:44,2026-06-04 05:33,CT-NK,WH-CT-01,FN-47B1B0,Quạt,Senko,Toshiba,3,1826000,5478000,Ahamove,45000,Hoàn tất
SHIP20260600140,PICK20260600140,SO20260600140,2026-06-18 15:57,2026-06-19 01:32,2026-06-19 09:41,HCM-TB,WH-HCM-03,VC-B711CC,Máy hút bụi,Xiaomi G10,Panasonic,3,7887000,23661000,Nội bộ,125000,Hoàn tất
SHIP20260600141,PICK20260600141,SO20260600141,2026-06-29 15:21,2026-06-30 08:24,2026-06-30 17:00,BD-TDM,WH-BD-01,KT-BD9201,Ấm siêu tốc,Kangaroo,Aqua,1,320000,320000,Xe tải thuê ngoài,90000,Hoàn tất
SHIP20260600142,PICK20260600142,SO20260600142,2026-06-26 09:09,2026-06-27 00:54,2026-06-27 06:52,HN-CG,WH-HN-01,TV-1B61A7,TV,LG OLED 48,Samsung,2,26207000,52414000,Nội bộ,270000,Đã giao
SHIP20260600143,PICK20260600143,SO20260600143,2026-06-08 10:31,2026-06-09 00:40,2026-06-09 13:01,HN-HBT,WH-HN-02,RC-DFEBAA,Nồi cơm,Sharp 1.8L,LG,2,943000,1886000,Ahamove,0,Giao lại
SHIP20260600144,PICK20260600144,SO20260600144,2026-06-04 11:35,2026-06-04 15:08,2026-06-04 19:07,HN-HBT,WH-HN-02,AC-029767,Máy lạnh,Daikin 1HP,Sunhouse,1,5250000,5250000,GrabExpress,0,Đã giao
SHIP20260600145,PICK20260600145,SO20260600145,2026-06-10 11:29,2026-06-11 05:01,2026-06-11 15:20,HN-CG,WH-HN-01,FN-464655,Quạt,Panasonic,Toshiba,1,1363000,1363000,Xe tải thuê ngoài,0,Giao lại
SHIP20260600146,PICK20260600146,SO20260600146,2026-06-13 09:33,2026-06-13 11:22,2026-06-14 03:44,HCM-Q7,WH-HCM-02,FN-230559,Quạt,Asia,Sharp,3,624000,1872000,GHN,90000,Đã giao
SHIP20260600147,PICK20260600147,SO20260600147,2026-06-28 08:00,2026-06-28 18:46,2026-06-30 07:24,BD-TDM,WH-BD-01,RF-8AEC72,Tủ lạnh,Samsung Inverter 350L,Daikin,3,18727000,56181000,Xe tải thuê ngoài,205000,Giao lại
SHIP20260600148,PICK20260600148,SO20260600148,2026-06-08 19:36,2026-06-09 11:31,2026-06-11 00:12,BD-TDM,WH-BD-01,KT-A1FEF1,Ấm siêu tốc,Sunhouse,Xiaomi,3,717000,2151000,GrabExpress,65000,Đã giao
SHIP20260600149,PICK20260600149,SO20260600149,2026-06-01 10:22,2026-06-01 23:00,2026-06-02 06:51,CT-NK,WH-CT-01,VC-CF166B,Máy hút bụi,Philips FC,Senko,3,5123000,15369000,GrabExpress,80000,Đã giao
SHIP20260600150,PICK20260600150,SO20260600150,2026-06-08 16:42,2026-06-08 20:12,2026-06-10 04:07,DN-HC,WH-DN-01,VC-A4DECF,Máy hút bụi,Dyson V8,Mitsubishi,3,5309000,15927000,GHN,240000,Đã giao
SHIP20260600151,PICK20260600151,SO20260600151,2026-06-22 19:41,2026-06-23 14:09,2026-06-24 00:05,DN-HC,WH-DN-01,MW-F8E59D,Lò vi sóng,Sharp 20L,Sharp,1,1763000,1763000,GrabExpress,45000,Đã giao
SHIP20260600152,PICK20260600152,SO20260600152,2026-06-02 09:53,2026-06-03 04:44,2026-06-03 22:23,HCM-TB,WH-HCM-03,MW-1E7D48,Lò vi sóng,Sharp 20L,Xiaomi,3,3087000,9261000,GHN,0,Giao lại
SHIP20260600153,PICK20260600153,SO20260600153,2026-06-08 17:53,2026-06-09 01:07,2026-06-09 20:22,HCM-Q7,WH-HCM-02,KT-DE6FC8,Ấm siêu tốc,Kangaroo,Sharp,3,291000,873000,Nội bộ,35000,Đã giao
SHIP20260600154,PICK20260600154,SO20260600154,2026-06-06 09:50,2026-06-06 18:41,2026-06-08 00:13,BD-TDM,WH-BD-01,VC-51D140,Máy hút bụi,Xiaomi G10,Casper,1,1428000,1428000,GrabExpress,45000,Đã giao
SHIP20260600155,PICK20260600155,SO20260600155,2026-06-04 09:06,2026-06-05 03:01,2026-06-05 23:03,CT-NK,WH-CT-01,BL-267545,Máy xay,Panasonic Blender,Cuckoo,1,1503000,1503000,Xe tải thuê ngoài,65000,Hoàn tất
SHIP20260600156,PICK20260600156,SO20260600156,2026-06-12 14:18,2026-06-13 09:14,2026-06-14 08:06,HCM-TB,WH-HCM-03,FN-FC4665,Quạt,Asia,Electrolux,2,719000,1438000,Ahamove,35000,Giao lại
SHIP20260600157,PICK20260600157,SO20260600157,2026-06-02 08:24,2026-06-03 01:35,2026-06-03 19:38,HCM-Q7,WH-HCM-02,KT-2ABC39,Ấm siêu tốc,Kangaroo,Mitsubishi,2,685000,1370000,Nội bộ,0,Đã giao
SHIP20260600158,PICK20260600158,SO20260600158,2026-06-10 15:13,2026-06-11 09:31,2026-06-11 17:47,HCM-Q1,WH-HCM-01,RF-F96CEA,Tủ lạnh,LG 420L,Sharp,3,9645000,28935000,GrabExpress,80000,Đã giao
SHIP20260600159,PICK20260600159,SO20260600159,2026-06-09 16:44,2026-06-10 09:18,2026-06-10 18:21,CT-NK,WH-CT-01,RF-BFD1C6,Tủ lạnh,Aqua 250L,Electrolux,3,7925000,23775000,GrabExpress,210000,Đã giao
SHIP20260600160,PICK20260600160,SO20260600160,2026-06-15 11:03,2026-06-15 22:41,2026-06-17 00:09,DN-HC,WH-DN-01,MW-F2FBBA,Lò vi sóng,Panasonic 25L,Sunhouse,3,1074000,3222000,Ahamove,0,Đã giao
SHIP20260600161,PICK20260600161,SO20260600161,2026-06-24 19:26,2026-06-24 22:11,2026-06-25 05:02,HN-HBT,WH-HN-02,MW-7ABF96,Lò vi sóng,Electrolux 23L,Panasonic,3,3364000,10092000,Nội bộ,45000,Đã giao
SHIP20260600162,PICK20260600162,SO20260600162,2026-06-15 09:48,2026-06-15 22:56,2026-06-17 09:35,BD-TDM,WH-BD-01,KT-930F94,Ấm siêu tốc,Philips,Sony,1,576000,576000,Ahamove,25000,Đã giao
SHIP20260600163,PICK20260600163,SO20260600163,2026-06-02 15:30,2026-06-03 00:01,2026-06-03 04:26,CT-NK,WH-CT-01,KT-C02AC0,Ấm siêu tốc,Kangaroo,Asia,1,985000,985000,Nội bộ,90000,Giao lại
SHIP20260600164,PICK20260600164,SO20260600164,2026-06-27 17:20,2026-06-28 03:52,2026-06-28 07:37,HN-CG,WH-HN-01,BL-08E06D,Máy xay,Philips Blender,Casper,3,612000,1836000,GHN,120000,Đã giao
SHIP20260600165,PICK20260600165,SO20260600165,2026-06-08 13:22,2026-06-09 03:26,2026-06-10 07:10,HCM-TB,WH-HCM-03,RC-5F9026,Nồi cơm,Cuckoo 1.8L,Electrolux,1,485000,485000,GHN,45000,Đã giao
SHIP20260600166,PICK20260600166,SO20260600166,2026-06-24 17:17,2026-06-25 01:56,2026-06-25 04:04,CT-NK,WH-CT-01,TV-888A32,TV,"TCL 50""",Mitsubishi,1,18743000,18743000,Nội bộ,145000,Hoàn tất
SHIP20260600167,PICK20260600167,SO20260600167,2026-06-22 17:01,2026-06-23 09:13,2026-06-24 20:47,DN-HC,WH-DN-01,VC-FDD792,Máy hút bụi,Philips FC,Casper,2,1501000,3002000,GrabExpress,25000,Giao lại
SHIP20260600168,PICK20260600168,SO20260600168,2026-06-15 12:26,2026-06-16 06:07,2026-06-16 14:21,CT-NK,WH-CT-01,AC-4CE3DD,Máy lạnh,Panasonic 1.5HP,Samsung,2,6647000,13294000,GrabExpress,185000,Đã giao
SHIP20260600169,PICK20260600169,SO20260600169,2026-06-21 09:51,2026-06-22 01:39,2026-06-22 03:40,BD-TDM,WH-BD-01,AC-4AA281,Máy lạnh,Casper 1HP,Samsung,1,6251000,6251000,GrabExpress,45000,Đã giao
SHIP20260600170,PICK20260600170,SO20260600170,2026-06-11 19:12,2026-06-12 03:57,2026-06-12 17:27,CT-NK,WH-CT-01,RC-607743,Nồi cơm,Cuckoo 1.8L,LG,2,341000,682000,Nội bộ,25000,Đã giao
SHIP20260600171,PICK20260600171,SO20260600171,2026-06-11 08:09,2026-06-11 15:56,2026-06-12 05:14,CT-NK,WH-CT-01,RC-3C975D,Nồi cơm,Panasonic 1.8L,Samsung,3,949000,2847000,Nội bộ,45000,Giao lại
SHIP20260600172,PICK20260600172,SO20260600172,2026-06-18 20:04,2026-06-18 21:23,2026-06-20 08:04,CT-NK,WH-CT-01,BL-B69FDD,Máy xay,Sunhouse Blender,Mitsubishi,1,902000,902000,Nội bộ,120000,Đã giao
SHIP20260600173,PICK20260600173,SO20260600173,2026-06-22 08:18,2026-06-22 22:23,2026-06-24 00:21,HCM-Q1,WH-HCM-01,WM-4EAB5C,Máy giặt,Samsung 10kg,LG,3,4699000,14097000,GrabExpress,170000,Giao lại
SHIP20260600174,PICK20260600174,SO20260600174,2026-06-23 14:43,2026-06-23 16:18,2026-06-24 15:00,DN-HC,WH-DN-01,TV-74BDA3,TV,LG OLED 48,Sunhouse,2,15495000,30990000,Ahamove,145000,Giao lại
SHIP20260600175,PICK20260600175,SO20260600175,2026-06-07 10:16,2026-06-07 19:47,2026-06-09 07:28,HCM-Q1,WH-HCM-01,MW-C368CC,Lò vi sóng,Sharp 20L,Sunhouse,1,3594000,3594000,GHN,0,Giao lại
SHIP20260600176,PICK20260600176,SO20260600176,2026-06-14 08:10,2026-06-14 16:22,2026-06-15 22:44,HN-HBT,WH-HN-02,AC-C1535B,Máy lạnh,Panasonic 1.5HP,Asia,1,10391000,10391000,Nội bộ,120000,Đã giao
SHIP20260600177,PICK20260600177,SO20260600177,2026-06-12 13:19,2026-06-13 06:23,2026-06-13 22:54,BD-TDM,WH-BD-01,BL-9D0A0A,Máy xay,Sunhouse Blender,Cuckoo,3,1434000,4302000,Nội bộ,120000,Đã giao
SHIP20260600178,PICK20260600178,SO20260600178,2026-06-04 18:19,2026-06-05 07:45,2026-06-06 11:10,HCM-Q1,WH-HCM-01,BL-6730F4,Máy xay,Panasonic Blender,Sharp,2,1020000,2040000,Ahamove,45000,Đã giao
SHIP20260600179,PICK20260600179,SO20260600179,2026-06-16 08:35,2026-06-16 17:23,2026-06-18 03:02,HCM-Q7,WH-HCM-02,MW-D62048,Lò vi sóng,Panasonic 25L,Xiaomi,3,1108000,3324000,GrabExpress,25000,Đã giao
SHIP20260600180,PICK20260600180,SO20260600180,2026-06-25 16:37,2026-06-25 22:47,2026-06-26 16:17,HN-HBT,WH-HN-02,TV-EB02E5,TV,"Sony 65""",Mitsubishi,2,17186000,34372000,Ahamove,120000,Hoàn tất
SHIP20260600181,PICK20260600181,SO20260600181,2026-06-12 20:59,2026-06-12 22:56,2026-06-13 22:29,DN-HC,WH-DN-01,FN-E10178,Quạt,Panasonic,Xiaomi,1,1344000,1344000,GHN,35000,Hoàn tất
SHIP20260600182,PICK20260600182,SO20260600182,2026-06-01 19:56,2026-06-02 09:04,2026-06-03 18:29,CT-NK,WH-CT-01,RC-DFEBAA,Nồi cơm,Sharp 1.8L,LG,3,2640000,7920000,GHN,65000,Đã giao
SHIP20260600183,PICK20260600183,SO20260600183,2026-06-06 19:21,2026-06-07 11:27,2026-06-08 18:29,HCM-Q7,WH-HCM-02,BL-AED849,Máy xay,Panasonic Blender,Electrolux,1,763000,763000,Nội bộ,0,Đã giao
SHIP20260600184,PICK20260600184,SO20260600184,2026-06-11 18:54,2026-06-12 10:12,2026-06-12 21:59,BD-TDM,WH-BD-01,MW-FB2461,Lò vi sóng,Electrolux 23L,Senko,3,2781000,8343000,GHN,25000,Đã giao
SHIP20260600185,PICK20260600185,SO20260600185,2026-06-15 18:44,2026-06-15 21:55,2026-06-16 07:46,HCM-Q7,WH-HCM-02,KT-881318,Ấm siêu tốc,Sunhouse,Sony,1,518000,518000,Xe tải thuê ngoài,25000,Đã giao
SHIP20260600186,PICK20260600186,SO20260600186,2026-06-05 19:02,2026-06-06 10:46,2026-06-07 15:07,HN-HBT,WH-HN-02,VC-CF166B,Máy hút bụi,Philips FC,Senko,2,7540000,15080000,Nội bộ,180000,Đã giao
SHIP20260600187,PICK20260600187,SO20260600187,2026-06-07 20:20,2026-06-07 21:53,2026-06-08 23:17,HN-CG,WH-HN-01,WM-9F9723,Máy giặt,LG 9kg,Mitsubishi,2,14553000,29106000,Ahamove,125000,Đã giao
SHIP20260600188,PICK20260600188,SO20260600188,2026-06-24 09:00,2026-06-24 20:39,2026-06-26 00:04,HCM-Q1,WH-HCM-01,RF-CAB84B,Tủ lạnh,Samsung Inverter 350L,Senko,3,5980000,17940000,Ahamove,145000,Đã giao
SHIP20260600189,PICK20260600189,SO20260600189,2026-06-25 19:53,2026-06-26 03:27,2026-06-27 08:54,HCM-TB,WH-HCM-03,MW-03CA06,Lò vi sóng,Electrolux 23L,Aqua,3,1563000,4689000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260600190,PICK20260600190,SO20260600190,2026-06-20 11:06,2026-06-21 01:11,2026-06-21 19:50,CT-NK,WH-CT-01,VC-FA3352,Máy hút bụi,Dyson V8,Aqua,3,4938000,14814000,GHN,245000,Hoàn tất
SHIP20260600191,PICK20260600191,SO20260600191,2026-06-12 13:49,2026-06-13 01:18,2026-06-14 11:03,CT-NK,WH-CT-01,WM-1ED27C,Máy giặt,Panasonic 8.5kg,Cuckoo,1,5382000,5382000,Xe tải thuê ngoài,90000,Đã giao
SHIP20260600192,PICK20260600192,SO20260600192,2026-06-06 19:23,2026-06-07 12:44,2026-06-08 00:14,BD-TDM,WH-BD-01,RF-20BB5C,Tủ lạnh,Panasonic 300L,Sharp,1,12251000,12251000,Xe tải thuê ngoài,45000,Giao lại
SHIP20260600193,PICK20260600193,SO20260600193,2026-06-29 20:11,2026-06-30 12:33,2026-07-01 19:16,HCM-TB,WH-HCM-03,AC-BBBEF9,Máy lạnh,Casper 1HP,Sharp,1,10580000,10580000,Nội bộ,0,Đã giao
SHIP20260600194,PICK20260600194,SO20260600194,2026-06-02 20:31,2026-06-02 22:34,2026-06-03 18:27,HCM-TB,WH-HCM-03,RC-C8DD6A,Nồi cơm,Panasonic 1.8L,LG,1,413000,413000,GrabExpress,25000,Đã giao
SHIP20260600195,PICK20260600195,SO20260600195,2026-06-16 20:30,2026-06-16 23:09,2026-06-17 19:35,CT-NK,WH-CT-01,MW-3E4330,Lò vi sóng,Sharp 20L,Samsung,2,1018000,2036000,Ahamove,25000,Hoàn tất
SHIP20260600196,PICK20260600196,SO20260600196,2026-06-10 18:47,2026-06-11 00:05,2026-06-12 05:33,HN-CG,WH-HN-01,RF-4D9AFB,Tủ lạnh,Aqua 250L,Aqua,1,14562000,14562000,Nội bộ,105000,Giao lại
SHIP20260600197,PICK20260600197,SO20260600197,2026-06-24 17:44,2026-06-24 21:44,2026-06-25 04:56,CT-NK,WH-CT-01,VC-FDD792,Máy hút bụi,Philips FC,Casper,2,1621000,3242000,GHN,35000,Đã giao
SHIP20260600198,PICK20260600198,SO20260600198,2026-06-17 20:51,2026-06-18 06:22,2026-06-18 16:33,CT-NK,WH-CT-01,MW-8E4E78,Lò vi sóng,Panasonic 25L,Casper,2,1194000,2388000,GrabExpress,120000,Hoàn tất
SHIP20260600199,PICK20260600199,SO20260600199,2026-06-29 09:31,2026-06-29 15:47,2026-06-30 03:54,BD-TDM,WH-BD-01,WM-758BD9,Máy giặt,Panasonic 8.5kg,Xiaomi,3,5528000,16584000,GHN,240000,Hoàn tất
SHIP20260600200,PICK20260600200,SO20260600200,2026-06-28 14:03,2026-06-29 05:07,2026-06-29 21:42,HN-CG,WH-HN-01,RC-CA9512,Nồi cơm,Sharp 1.8L,Philips,1,685000,685000,Ahamove,90000,Đã giao
SHIP20260600201,PICK20260600201,SO20260600201,2026-06-29 14:39,2026-06-29 22:24,2026-07-01 07:55,CT-NK,WH-CT-01,RF-4D4BA4,Tủ lạnh,Aqua 250L,Philips,2,9345000,18690000,GHN,300000,Đã giao
SHIP20260600202,PICK20260600202,SO20260600202,2026-06-04 11:20,2026-06-05 04:31,2026-06-05 12:02,HCM-Q1,WH-HCM-01,AC-0877C5,Máy lạnh,Daikin 1HP,Sony,2,10347000,20694000,Xe tải thuê ngoài,205000,Giao lại
SHIP20260600203,PICK20260600203,SO20260600203,2026-06-03 19:36,2026-06-04 06:09,2026-06-04 16:46,HCM-TB,WH-HCM-03,FN-47B1B0,Quạt,Senko,Toshiba,3,582000,1746000,Xe tải thuê ngoài,120000,Đã giao
SHIP20260600204,PICK20260600204,SO20260600204,2026-06-03 10:11,2026-06-03 22:39,2026-06-05 01:03,HN-HBT,WH-HN-02,TV-7839D5,TV,"TCL 50""",Xiaomi,2,6101000,12202000,GrabExpress,45000,Giao lại
SHIP20260600205,PICK20260600205,SO20260600205,2026-06-05 11:26,2026-06-06 02:01,2026-06-06 11:31,CT-NK,WH-CT-01,AC-029767,Máy lạnh,Daikin 1HP,Sunhouse,1,11849000,11849000,Ahamove,90000,Đã giao
SHIP20260600206,PICK20260600206,SO20260600206,2026-06-14 13:35,2026-06-15 06:39,2026-06-16 05:32,BD-TDM,WH-BD-01,MW-D3DB9C,Lò vi sóng,Sharp 20L,Aqua,1,3477000,3477000,Xe tải thuê ngoài,0,Đã giao
SHIP20260600207,PICK20260600207,SO20260600207,2026-06-25 17:46,2026-06-26 05:26,2026-06-26 14:08,HN-CG,WH-HN-01,TV-41AACD,TV,"Samsung 55"" 4K",Daikin,3,28268000,84804000,Nội bộ,215000,Đã giao
SHIP20260600208,PICK20260600208,SO20260600208,2026-06-19 20:52,2026-06-20 02:06,2026-06-21 10:41,HN-CG,WH-HN-01,WM-6CA151,Máy giặt,LG 9kg,Philips,2,3962000,7924000,GrabExpress,0,Giao lại
SHIP20260600209,PICK20260600209,SO20260600209,2026-06-10 16:15,2026-06-11 02:29,2026-06-11 18:29,HCM-TB,WH-HCM-03,WM-B2AB72,Máy giặt,Toshiba 9kg,Casper,3,9120000,27360000,Ahamove,120000,Hoàn tất
SHIP20260600210,PICK20260600210,SO20260600210,2026-06-21 11:08,2026-06-22 04:15,2026-06-22 21:28,HN-HBT,WH-HN-02,RC-4F65B1,Nồi cơm,Sunhouse 1.2L,Casper,2,379000,758000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260600211,PICK20260600211,SO20260600211,2026-06-04 15:25,2026-06-04 22:04,2026-06-05 20:44,CT-NK,WH-CT-01,KT-619E7F,Ấm siêu tốc,Sunhouse,Cuckoo,3,302000,906000,Xe tải thuê ngoài,120000,Đã giao
SHIP20260600212,PICK20260600212,SO20260600212,2026-06-28 10:11,2026-06-28 13:37,2026-06-29 02:07,BD-TDM,WH-BD-01,RC-6CF84A,Nồi cơm,Cuckoo 1.8L,Daikin,2,1546000,3092000,Xe tải thuê ngoài,25000,Đã giao
SHIP20260600213,PICK20260600213,SO20260600213,2026-06-17 17:53,2026-06-18 01:20,2026-06-19 03:33,DN-HC,WH-DN-01,KT-DB0B2F,Ấm siêu tốc,Sunhouse,Mitsubishi,1,420000,420000,Ahamove,25000,Hoàn tất
SHIP20260600214,PICK20260600214,SO20260600214,2026-06-17 20:01,2026-06-18 12:30,2026-06-18 18:49,HN-CG,WH-HN-01,BL-A57566,Máy xay,Panasonic Blender,Aqua,1,695000,695000,Nội bộ,120000,Giao lại
SHIP20260600215,PICK20260600215,SO20260600215,2026-06-07 20:41,2026-06-07 23:56,2026-06-09 06:39,HCM-Q7,WH-HCM-02,KT-4D110F,Ấm siêu tốc,Kangaroo,Toshiba,3,601000,1803000,Xe tải thuê ngoài,0,Đã giao
