InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account,ScenarioID,LegalEntityID,ScenarioCurrency,CurrencyScope,ReportingTimezone,EvidenceType,AuthenticSourcePath,AuthenticSourceSHA256,AuthenticSourceRowNumber,GenerationPolicyVersion
INV20260500037,JV20260500037,SO20260500037,2026-05-09,HCM-Q7,NV016,Trả góp,KT-63AE81,Ấm siêu tốc,Kangaroo,Daikin,3,570243,0.17,1419905,0.08,113592,1533497,351000,1053000,366905,0.2584,1533497,1419905,113592,1053000,1053000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,38,1.0.0
INV20260500038,JV20260500038,SO20260500038,2026-05-27,HN-HBT,NV006,Chuyển khoản,WM-B05DAD,Máy giặt,LG 9kg,Sony,1,9063591,0.09,8247867,0.08,659829,8907696,7340000,7340000,907867,0.1101,8907696,8247867,659829,7340000,7340000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,39,1.0.0
INV20260500039,JV20260500039,SO20260500039,2026-05-24,HCM-Q1,NV026,Trả góp,RC-3C3427,Nồi cơm,Sharp 1.8L,Senko,1,2358182,0.2,1886545,0.08,150923,2037468,1451000,1451000,435545,0.2309,2037468,1886545,150923,1451000,1451000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,40,1.0.0
INV20260500040,JV20260500040,SO20260500040,2026-05-07,HN-HBT,NV015,Ví điện tử,KT-881318,Ấm siêu tốc,Sunhouse,Sony,1,489884,0.04,470288,0.08,37623,507911,295000,295000,175288,0.3727,507911,470288,37623,295000,295000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,41,1.0.0
INV20260500041,JV20260500041,SO20260500041,2026-05-15,BD-TDM,NV023,Trả góp,AC-D7C5BD,Máy lạnh,Daikin 1HP,Daikin,3,17294104,0.18,42543495,0.08,3403479,45946974,13883000,41649000,894495,0.021,45946974,42543495,3403479,41649000,41649000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,42,1.0.0
INV20260500042,JV20260500042,SO20260500042,2026-05-24,HN-HBT,NV019,Trả góp,VC-A4DECF,Máy hút bụi,Dyson V8,Mitsubishi,2,6260101,0.07,11643787,0.08,931502,12575289,4383000,8766000,2877787,0.2472,12575289,11643787,931502,8766000,8766000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,43,1.0.0
INV20260500043,JV20260500043,SO20260500043,2026-05-06,BD-TDM,NV018,Thẻ,TV-41AACD,TV,"Samsung 55"" 4K",Daikin,3,7903222,0.07,22049989,0.08,1763999,23813988,6787000,20361000,1688989,0.0766,23813988,22049989,1763999,20361000,20361000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,44,1.0.0
INV20260500044,JV20260500044,SO20260500044,2026-05-20,HCM-Q7,NV025,Trả góp,FN-374368,Quạt,Senko,Panasonic,3,1206953,0.16,3041521,0.08,243321,3284842,780000,2340000,701521,0.2306,3284842,3041521,243321,2340000,2340000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,45,1.0.0
INV20260500045,JV20260500045,SO20260500045,2026-05-13,BD-TDM,NV012,Chuyển khoản,RF-309876,Tủ lạnh,Aqua 250L,LG,1,17781521,0.17,14758662,0.08,1180692,15939354,14880000,14880000,-121338,-0.0082,15939354,14758662,1180692,14880000,14880000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,46,1.0.0
INV20260500046,JV20260500046,SO20260500046,2026-05-24,HN-HBT,NV022,Thẻ,TV-CC162B,TV,"TCL 50""",Sharp,3,15518806,0.12,40969647,0.08,3277571,44247218,12594000,37782000,3187647,0.0778,44247218,40969647,3277571,37782000,37782000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,47,1.0.0
INV20260500047,JV20260500047,SO20260500047,2026-05-05,HCM-Q7,NV026,Chuyển khoản,RF-FA61AD,Tủ lạnh,Panasonic 300L,Samsung,1,9597041,0.06,9021218,0.08,721697,9742915,8148000,8148000,873218,0.0968,9742915,9021218,721697,8148000,8148000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,48,1.0.0
INV20260500048,JV20260500048,SO20260500048,2026-05-06,CT-NK,NV012,Chuyển khoản,AC-8D2169,Máy lạnh,Panasonic 1.5HP,Sunhouse,2,11150211,0.1,20070379,0.08,1605630,21676009,9149000,18298000,1772379,0.0883,21676009,20070379,1605630,18298000,18298000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,49,1.0.0
INV20260500049,JV20260500049,SO20260500049,2026-05-29,CT-NK,NV001,Chuyển khoản,RF-CBE628,Tủ lạnh,Aqua 250L,Casper,3,13962895,0.01,41469798,0.08,3317583,44787381,11550000,34650000,6819798,0.1645,44787381,41469798,3317583,34650000,34650000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,50,1.0.0
INV20260500050,JV20260500050,SO20260500050,2026-05-14,CT-NK,NV010,Thẻ,WM-B66625,Máy giặt,Panasonic 8.5kg,Sony,2,6926816,0.08,12745341,0.08,1019627,13764968,5588000,11176000,1569341,0.1231,13764968,12745341,1019627,11176000,11176000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,51,1.0.0
INV20260500051,JV20260500051,SO20260500051,2026-05-21,HCM-TB,NV005,Tiền mặt,AC-E7C43D,Máy lạnh,Panasonic 1.5HP,Casper,1,9956253,0.02,9757127,0.08,780570,10537697,8171000,8171000,1586127,0.1626,10537697,9757127,780570,8171000,8171000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,52,1.0.0
INV20260500052,JV20260500052,SO20260500052,2026-05-18,CT-NK,NV004,Chuyển khoản,RF-742B7E,Tủ lạnh,Samsung Inverter 350L,Asia,1,7979976,0.19,6463780,0.08,517102,6980882,6554000,6554000,-90220,-0.014,6980882,6463780,517102,6554000,6554000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,53,1.0.0
INV20260500053,JV20260500053,SO20260500053,2026-05-30,HCM-Q7,NV005,Ví điện tử,VC-D86280,Máy hút bụi,Philips FC,Mitsubishi,1,4181619,0.1,3763457,0.08,301076,4064533,2706000,2706000,1057457,0.281,4064533,3763457,301076,2706000,2706000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,54,1.0.0
INV20260500054,JV20260500054,SO20260500054,2026-05-20,HN-CG,NV028,Chuyển khoản,AC-A7840C,Máy lạnh,Mitsubishi 1.5HP,Panasonic,2,8910506,0.1,16038910,0.08,1283112,17322022,6846000,13692000,2346910,0.1463,17322022,16038910,1283112,13692000,13692000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,55,1.0.0
INV20260500055,JV20260500055,SO20260500055,2026-05-16,DN-HC,NV028,Ví điện tử,RF-42BDE8,Tủ lạnh,LG 420L,Senko,3,12868015,0.17,32041357,0.08,2563308,34604665,9902000,29706000,2335357,0.0729,34604665,32041357,2563308,29706000,29706000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,56,1.0.0
INV20260500056,JV20260500056,SO20260500056,2026-05-12,HN-CG,NV017,Thẻ,VC-90DAA9,Máy hút bụi,Dyson V8,Casper,2,6063544,0.14,10429295,0.08,834343,11263638,3643000,7286000,3143295,0.3014,11263638,10429295,834343,7286000,7286000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,57,1.0.0
INV20260500057,JV20260500057,SO20260500057,2026-05-10,HCM-TB,NV011,Ví điện tử,AC-CBBDDE,Máy lạnh,Panasonic 1.5HP,Sharp,2,20699973,0.16,34775954,0.08,2782076,37558030,17216000,34432000,343954,0.0099,37558030,34775954,2782076,34432000,34432000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,58,1.0.0
INV20260500058,JV20260500058,SO20260500058,2026-05-12,HCM-Q7,NV003,Chuyển khoản,FN-FC4665,Quạt,Asia,Electrolux,2,352737,0.02,691364,0.08,55309,746673,199000,398000,293364,0.4243,746673,691364,55309,398000,398000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,59,1.0.0
INV20260500059,JV20260500059,SO20260500059,2026-05-31,BD-TDM,NV005,Thẻ,TV-249EF8,TV,"Samsung 55"" 4K",Samsung,1,31106673,0.14,26751738,0.08,2140139,28891877,26387000,26387000,364738,0.0136,28891877,26751738,2140139,26387000,26387000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,60,1.0.0
INV20260500060,JV20260500060,SO20260500060,2026-05-07,HCM-Q7,NV014,Thẻ,BL-A4BCD6,Máy xay,Philips Blender,Sunhouse,2,1871845,0.02,3668816,0.08,293505,3962321,1092000,2184000,1484816,0.4047,3962321,3668816,293505,2184000,2184000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,61,1.0.0
INV20260500061,JV20260500061,SO20260500061,2026-05-01,HCM-Q7,NV014,Ví điện tử,TV-4795B7,TV,"Samsung 55"" 4K",Electrolux,2,27707938,0.02,54307558,0.08,4344604,58652162,23163000,46326000,7981558,0.147,58652162,54307558,4344604,46326000,46326000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,62,1.0.0
INV20260500062,JV20260500062,SO20260500062,2026-05-31,HN-CG,NV006,Chuyển khoản,KT-A97869,Ấm siêu tốc,Sunhouse,LG,3,1380324,0.1,3726874,0.08,298149,4025023,924000,2772000,954874,0.2562,4025023,3726874,298149,2772000,2772000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,63,1.0.0
INV20260500063,JV20260500063,SO20260500063,2026-05-15,HN-HBT,NV015,Thẻ,RF-ECA283,Tủ lạnh,Panasonic 300L,Panasonic,3,14721744,0.0,44165232,0.08,3533218,47698450,11578000,34734000,9431232,0.2135,47698450,44165232,3533218,34734000,34734000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,64,1.0.0
INV20260500064,JV20260500064,SO20260500064,2026-05-20,CT-NK,NV002,Tiền mặt,RF-7AFE5C,Tủ lạnh,LG 420L,Electrolux,3,16480376,0.16,41530547,0.08,3322443,44852990,13583000,40749000,781547,0.0188,44852990,41530547,3322443,40749000,40749000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,65,1.0.0
INV20260500065,JV20260500065,SO20260500065,2026-05-29,HCM-Q1,NV024,Ví điện tử,VC-FA3352,Máy hút bụi,Dyson V8,Aqua,2,7887691,0.06,14828859,0.08,1186308,16015167,4935000,9870000,4958859,0.3344,16015167,14828859,1186308,9870000,9870000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,66,1.0.0
INV20260500066,JV20260500066,SO20260500066,2026-05-21,HCM-Q7,NV001,Chuyển khoản,WM-781AD9,Máy giặt,Samsung 10kg,Sharp,2,8433201,0.16,14167777,0.08,1133422,15301199,6355000,12710000,1457777,0.1029,15301199,14167777,1133422,12710000,12710000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,67,1.0.0
INV20260500067,JV20260500067,SO20260500067,2026-05-30,CT-NK,NV015,Ví điện tử,KT-7A47B5,Ấm siêu tốc,Sunhouse,Sunhouse,3,503599,0.12,1329501,0.08,106360,1435861,344000,1032000,297501,0.2238,1435861,1329501,106360,1032000,1032000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,68,1.0.0
INV20260500068,JV20260500068,SO20260500068,2026-05-23,BD-TDM,NV008,Trả góp,RF-4A3E4F,Tủ lạnh,Aqua 250L,Daikin,3,16907482,0.01,50215221,0.08,4017217,54232438,14180000,42540000,7675221,0.1528,54232438,50215221,4017217,42540000,42540000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,69,1.0.0
INV20260500069,JV20260500069,SO20260500069,2026-05-27,DN-HC,NV009,Thẻ,VC-8A6FDF,Máy hút bụi,Dyson V8,Samsung,2,11436260,0.11,20356542,0.08,1628523,21985065,8942000,17884000,2472542,0.1215,21985065,20356542,1628523,17884000,17884000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,70,1.0.0
INV20260500070,JV20260500070,SO20260500070,2026-05-07,DN-HC,NV024,Thẻ,FN-C79946,Quạt,Senko,Daikin,2,2405529,0.2,3848846,0.08,307907,4156753,1579000,3158000,690846,0.1795,4156753,3848846,307907,3158000,3158000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,71,1.0.0
